"ID","Effect","EffectAmplitude","EffectAura","EffectAuraPeriod","EffectBasePoints","EffectUnk_320","EffectChainAmplitude","EffectChaintargets","EffectDieSides","EffectItemType","EffectMechanic","EffectMiscValue","EffectMiscValueB","EffectPointsPerCombo","EffectRadiusIndex","EffectRadiusMaxIndex","EffectRealPointsPerLevel","EffectSpellClassMask_1","EffectSpellClassMask_2","EffectSpellClassMask_3","EffectTriggerSpell","ImplicitTargetA","ImplicitTargetB","EffectSpellId","EffectIndex","Field26"
"22290","6","0","107","0","6","0","1","0","0","0","0","7","0","0","0","0","0","2","256","0","0","1","0","32483","0","0"
"22293","6","0","79","0","3","0","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","32484","1","0"
"22292","6","0","107","0","9","0","1","0","0","0","0","7","0","0","0","0","0","2","256","0","0","1","0","32484","0","0"
"22294","24","0","0","0","1","0","1","0","0","25680","0","0","0","0","0","0","0","0","0","0","0","1","0","32485","0","0"
"22295","24","0","0","0","1","0","1","0","0","25681","0","0","0","0","0","0","0","0","0","0","0","1","0","32487","0","0"
"22296","24","0","0","0","1","0","1","0","0","25683","0","0","0","0","0","0","0","0","0","0","0","1","0","32488","0","0"
"22297","24","0","0","0","1","0","1","0","0","25682","0","0","0","0","0","0","0","0","0","0","0","1","0","32489","0","0"
"22298","24","0","0","0","1","0","1","0","0","25685","0","0","0","0","0","0","0","0","0","0","0","1","0","32490","0","0"
"22300","77","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32491","1","0"
"22299","2","1","0","0","48","1","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32491","0","0"
"22301","2","0","0","0","2187","1","1","0","625","0","0","0","0","0","15","0","0","0","0","0","0","22","15","32492","0","0"
"22302","24","0","0","0","1","0","1","0","0","25686","0","0","0","0","0","0","0","0","0","0","0","1","0","32493","0","0"
"22303","24","0","0","0","1","0","1","0","0","25687","0","0","0","0","0","0","0","0","0","0","0","1","0","32494","0","0"
"22304","24","0","0","0","1","0","1","0","0","25689","0","0","0","0","0","0","0","0","0","0","0","1","0","32495","0","0"
"22305","24","0","0","0","1","0","1","0","0","25690","0","0","0","0","0","0","0","0","0","0","0","1","0","32496","0","0"
"22306","24","0","0","0","1","0","1","0","0","25691","0","0","0","0","0","0","0","0","0","0","0","1","0","32497","0","0"
"22307","24","0","0","0","1","0","1","0","0","25695","0","0","0","0","0","0","0","0","0","0","0","1","0","32498","0","0"
"22308","24","0","0","0","1","0","1","0","0","25697","0","0","0","0","0","0","0","0","0","0","0","1","0","32499","0","0"
"22309","24","0","0","0","1","0","1","0","0","25696","0","0","0","0","0","0","0","0","0","0","0","1","0","32500","0","0"
"22310","24","0","0","0","1","0","1","0","0","25694","0","0","0","0","0","0","0","0","0","0","0","1","0","32501","0","0"
"22311","24","0","0","0","1","0","1","0","0","25692","0","0","0","0","0","0","0","0","0","0","0","1","0","32502","0","0"
"22312","24","0","0","0","1","0","1","0","0","25693","0","0","0","0","0","0","0","0","0","0","0","1","0","32503","0","0"
"22314","10","0","0","0","1041","0.544","1","0","297","0","0","0","0","0","0","0","1.9","0","0","0","0","1","0","32546","1","0"
"22313","10","1","0","0","1","0.544","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","32546","0","0"
"22316","118","0","0","0","5","1","1","0","0","0","0","165","0","0","0","0","0","0","0","0","0","0","0","32549","1","0"
"22315","47","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32549","0","0"
"22318","44","0","0","0","5","0","1","0","0","0","0","165","0","0","0","0","0","0","0","0","0","0","0","32550","1","0"
"22317","36","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","32549","0","0","32550","0","0"
"22320","30","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","32553","0","0"
"22321","30","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","32554","0","0"
"22323","6","0","189","0","20","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","32556","0","0"
"22324","6","0","29","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","32557","0","0"
"22328","3","0","0","0","0","0","1","0","0","0","0","0","0","0","13","0","0","0","0","0","0","38","0","32560","0","0"
"22332","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32563","0","0"
"22333","28","0","0","0","0","0","1","0","0","0","0","18553","64","0","16","0","0","0","0","0","0","18","0","32564","0","0"
"22335","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32566","0","0"
"22336","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32567","0","0"
"22337","5","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","32568","0","0"
"22338","5","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","32569","0","0"
"22339","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32570","0","0"
"22340","5","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","32571","0","0"
"22341","5","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","32572","0","0"
"22342","6","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","32573","0","0"
"22343","24","0","0","0","0","1","1","0","0","25752","0","0","0","0","0","0","0","0","0","0","0","1","0","32574","0","0"
"22344","24","0","0","0","0","1","1","0","0","25752","0","0","0","0","0","0","0","0","0","0","0","1","0","32575","0","0"
"22345","24","0","0","0","0","1","1","0","0","25752","0","0","0","0","0","0","0","0","0","0","0","1","0","32576","0","0"
"22346","24","0","0","0","0","1","1","0","0","25752","0","0","0","0","0","0","0","0","0","0","0","1","0","32577","0","0"
"22349","61","0","0","0","0","0","1","0","0","0","0","13489","0","0","0","0","0","0","0","0","0","0","0","32578","2","0"
"22348","6","0","79","0","20","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","25","0","32578","1","0"
"22347","6","0","61","0","80","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","32578","0","0"
"22351","77","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32580","0","0"
"22352","28","0","0","0","0","0","1","0","0","0","0","21456","64","0","10","0","0","0","0","0","0","46","0","32581","0","0"
"22353","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32582","0","0"
"22355","6","0","13","0","50","0","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","32584","1","0"
"22354","6","0","135","0","50","0","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","32584","0","0"
"22356","6","0","99","0","151","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32585","0","0"
"22359","6","0","51","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32587","0","0"
"22361","6","0","12","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32588","1","0"
"22360","31","0","0","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32588","0","0"
"22362","3","0","0","0","0","0","1","0","0","0","0","0","0","0","11","0","0","0","0","0","0","22","7","32589","0","0"
"22363","33","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","32590","0","0"
"22364","33","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","32591","0","0"
"22366","64","0","0","0","0","0","1","0","0","0","0","0","0","0","13","0","0","0","0","0","39897","16","0","32592","1","0"
"22365","38","0","0","0","1","0","1","0","0","0","0","1","0","0","18","0","0","0","0","0","0","16","0","32592","0","0"
"22367","6","0","69","0","411","0","1","0","0","0","0","127","0","0","0","0","13.7","0","0","0","0","21","0","32595","0","0"
"22368","63","0","0","0","-720","0","1","0","0","0","0","0","0","0","10","0","0","0","0","0","0","22","15","32599","0","0"
"22369","6","0","189","0","192","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","32600","0","0"
"22371","6","0","108","0","10","0","1","0","0","0","0","0","0","0","0","0","0","570425358","0","0","0","1","0","32601","1","0"
"22370","6","0","202","0","0","1","1","0","0","0","0","2","0","0","0","0","0","3801088","9","0","0","1","0","32601","0","0"
"22372","6","0","105","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","30","32602","0","0"
"22373","6","0","23","1000","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","32602","1","0","32603","0","0"
"22375","6","0","124","0","260","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32604","1","0"
"22374","6","0","99","0","260","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32604","0","0"
"22376","95","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","5","0","0","0","0","25","0","32605","0","0"
"22377","95","0","0","0","1","0","1","0","0","0","0","2","0","0","0","0","5","0","0","0","0","25","0","32606","0","0"
"22379","6","0","135","0","187","1","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","32607","1","0"
"22378","6","0","13","0","187","0","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","32607","0","0"
"22380","6","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32609","0","0"
"22381","6","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32610","0","0"
"22385","6","0","335","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32612","2","0"
"22384","6","0","18","0","340","0","1","0","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","32612","1","0"
"22383","176","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32612","0","0"
"22387","2","1","0","0","23","1","1","0","6","0","0","0","0","0","13","0","0","0","0","0","0","22","15","32614","0","0"
"22388","6","0","16","0","1","0","1","0","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","32615","0","0"
"22389","6","0","56","0","0","1","1","0","0","0","0","18643","0","0","0","0","0","0","0","0","0","1","0","32616","0","0"
"22391","3","0","0","0","0","0","1","0","0","0","0","0","0","0","16","0","0","0","0","0","0","1","0","32618","0","0"
"22395","6","0","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","32622","0","0"
"22396","6","0","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","32623","0","0"
"22406","33","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","32633","0","0"
"22410","64","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","32637","1","0","32636","1","0"
"22409","6","0","31","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32636","0","0"
"22413","77","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32637","2","0"
"22412","98","0","0","0","87","0","1","0","25","0","0","300","0","0","13","0","0","0","0","0","0","22","15","32637","1","0"
"22411","2","0","0","0","874","0","1","0","251","0","0","0","0","0","13","0","0","0","0","0","0","22","15","32637","0","0"
"22414","6","0","4","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","22","38","32638","0","0"
"22415","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","32639","0","0"
"22416","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32640","0","0"
"22417","63","0","0","0","-473","0","1","0","0","0","0","0","0","0","10","0","0","0","0","0","0","22","15","32641","0","0"
"22418","6","0","42","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","32643","1","0","32642","0","0"
"22419","6","0","3","3000","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32643","0","0"
"22422","6","0","107","0","15","0","1","0","0","0","0","18","0","0","0","0","0","65536","0","0","0","1","0","32645","2","0"
"22421","6","0","108","0","75","0","1","0","0","0","0","26","0","0","0","0","0","8192","0","0","0","1","0","32645","1","0"
"22420","2","0","0","0","118","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32645","0","0"
"22423","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32646","0","0"
"22424","3","0","0","0","0","0","1","0","0","0","0","0","0","0","16","0","0","0","0","0","0","53","0","32647","0","0"
"22425","6","0","18","0","1000","1","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","32648","0","0"
"22426","6","0","19","0","1000","1","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","32649","0","0"
"22428","6","0","166","0","-25","0","1","0","0","0","0","0","0","0","13","0","0","0","0","0","0","22","15","32651","1","0"
"22427","6","0","33","0","-50","0","1","0","0","0","0","0","0","0","13","0","0","0","0","0","0","22","15","32651","0","0"
"22429","6","0","3","3000","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32652","0","0"
"22430","6","0","12","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32654","0","0"
"22431","24","0","0","0","1","0","1","0","0","25843","0","0","0","0","0","0","0","0","0","0","0","1","0","32655","0","0"
"22432","24","0","0","0","1","0","1","0","0","25844","0","0","0","0","0","0","0","0","0","0","0","1","0","32656","0","0"
"22433","24","0","0","0","1","0","1","0","0","25845","0","0","0","0","0","0","0","0","0","0","0","1","0","32657","0","0"
"22434","28","0","0","0","5","0","1","0","0","0","0","18691","63","0","0","0","0","0","0","0","0","32","0","32659","0","0"
"22435","35","0","79","0","50","0","1","0","0","0","0","32","0","0","9","0","0.5","0","0","0","0","1","0","32662","0","0"
"22436","28","1E+07","0","0","1","1","1","0","0","0","0","18701","61","0","13","0","0","0","0","0","0","49","0","32663","0","0"
"22437","24","0","0","0","1","0","1","0","0","22461","0","0","0","0","0","0","0","0","0","0","0","1","0","32664","0","0"
"22438","24","0","0","0","1","0","1","0","0","22462","0","0","0","0","0","0","0","0","0","0","0","1","0","32665","0","0"
"22439","2","1","0","0","36","1","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32666","0","0"
"22440","24","0","0","0","1","0","1","0","0","22463","0","0","0","0","0","0","0","0","0","0","0","1","0","32667","0","0"
"22441","2","0","0","0","262","0","1","0","75","0","0","0","0","0","13","0","1.5","0","0","0","0","22","7","32668","0","0"
"22444","6","0","33","0","-50","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32674","1","0"
"22443","2","0","0","0","269","0","1","2","61","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32674","0","0"
"22447","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32675","2","0"
"22446","77","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32675","1","0"
"22445","6","0","23","1000","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","32677","1","0","32675","0","0"
"22448","2","1","0","0","23","0.2","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32677","0","0"
"22450","118","0","0","0","5","1","1","0","0","0","0","393","0","0","0","0","0","0","0","0","0","0","0","32678","1","0"
"22449","95","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","5","0","0","0","0","25","0","32678","0","0"
"69600","44","0","0","0","5","0","1","0","0","0","0","393","0","0","0","0","0","0","0","0","0","0","0","32679","1","0"
"69599","36","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","32678","0","0","32679","0","0"
"22455","6","0","42","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","13738","6","0","32682","2","0"
"22454","6","0","29","0","-50","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","6","0","32682","1","0"
"22453","6","0","14","0","50","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","32682","0","0"
"22458","6","0","3","3000","231","0","1","0","37","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32683","2","0"
"22457","6","0","29","0","-5","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","32683","1","0"
"22456","6","0","14","0","5","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","32683","0","0"
"22460","27","0","23","2000","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","28","32686","1","0"
"22459","27","0","3","2000","2000","0","1","0","0","0","0","0","0","0","12","0","0","0","0","0","0","18","28","32686","0","0"
"22462","6","0","13","0","150","0","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","21","0","32689","0","0"
"22464","6","0","27","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32690","1","0"
"22463","2","1","0","0","23","1","0.7","5","6","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32690","0","0"
"22465","68","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32691","0","0"
"22466","28","0","0","0","1","1","1","0","0","0","0","18703","64","0","7","0","0","0","0","0","0","18","0","32692","0","0"
"22467","6","0","65","0","50","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","32693","0","0"
"22468","6","0","13","0","0","0","1","0","0","0","0","64","0","0","0","0","0","0","0","0","0","1","0","32694","0","0"
"22469","6","0","13","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","32695","0","0"
"22470","6","0","13","0","0","0","1","0","0","0","0","8","0","0","0","0","0","0","0","0","0","1","0","32696","0","0"
"22471","6","0","13","0","0","0","1","0","0","0","0","32","0","0","0","0","0","0","0","0","0","1","0","32697","0","0"
"22472","6","0","13","0","0","0","1","0","0","0","0","16","0","0","0","0","0","0","0","0","0","1","0","32698","0","0"
"22473","6","0","135","0","0","0","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","32701","0","0"
"22474","6","0","161","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32703","0","0"
"22475","6","0","85","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32705","0","0"
"22477","6","0","135","0","0","0","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","32706","1","0"
"22476","6","0","13","0","0","0","1","0","0","0","0","126","0","0","0","0","0","0","0","0","0","1","0","32706","0","0"
"69601","2","1","0","0","40","0.857","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32707","0","0"
"22479","3","0","0","0","0","0","1","0","0","0","0","0","0","0","28","0","0","0","0","0","0","22","7","32708","0","0"
"22481","6","0","7","0","0","1","1","0","0","0","24","0","0","0","0","0","0","0","0","0","0","25","0","32709","1","0"
"22480","9","1","0","0","11","0.214","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","25","0","32709","0","0"
"22483","6","0","124","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32710","1","0"
"22482","6","0","99","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32710","0","0"
"22484","2","1","0","0","36","1","1","0","7","0","0","0","0","0","13","0","0","0","0","0","0","22","15","32711","0","0"
"69602","2","1","0","0","23","0","1","0","6","0","0","0","0","0","13","0","0","0","0","0","0","22","15","32712","0","0"
"22487","6","0","61","0","20","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32714","1","0"
"22486","6","0","138","0","50","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32714","0","0"
"22488","6","1","3","3000","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32716","0","0"
"22490","27","0","138","0","-67","0","1","0","0","0","0","0","0","0","14","0","0","0","0","0","0","28","0","32717","1","0"
"22489","27","1","3","1000","18","0.03","1","0","0","0","0","0","0","0","14","0","0","0","0","0","0","28","0","32717","0","0"
"22493","6","0","31","0","120","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32720","0","0"
"22494","6","0","87","0","20","1","1","0","0","0","0","8","0","0","0","0","0","0","0","0","0","6","0","32721","0","0"
"22495","6","1","3","2000","3","0","1","0","0","0","0","0","0","0","29","0","0","0","0","0","0","22","15","32722","0","0"
"22496","28","0","0","0","1","0","1","0","0","0","0","18706","61","0","15","0","0","0","0","0","0","49","0","32723","0","0"
"22497","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32724","0","0"
"22500","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32725","0","0"
"69605","6","0","215","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32727","2","0"
"69604","6","0","18","0","100","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","32727","1","0"
"69603","6","0","72","0","-100","0","1","0","0","0","0","127","127","0","0","0","0","0","0","0","0","1","0","32727","0","0"
"22507","128","0","72","0","-100","0","1","0","0","0","0","127","127","0","10","0","0","0","0","0","0","1","0","32728","0","0"
"22509","6","0","29","0","25","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","32729","1","0"
"22508","6","0","29","0","35","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32729","0","0"
"22510","56","0","0","0","1","0","1","0","0","0","0","19461","0","0","14","0","0","0","0","0","0","32","0","32730","0","0"
"22511","19","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32731","0","0"
"22512","6","0","42","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","32731","1","0","32732","0","0"
"22514","6","0","42","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","38590","21","0","32734","0","0"
"22515","2","1","0","0","23","1","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32735","0","0"
"22517","6","0","118","0","-25","0","1","0","0","0","0","127","0","0","0","0","0","0","0","0","0","6","0","32736","1","0"
"22516","31","0","0","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32736","0","0"
"22518","6","0","77","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","32737","0","0"
"22519","6","0","101","0","-50","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","6","0","32738","0","0"
"22521","6","1","3","2000","3","0.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32739","1","0"
"22520","2","1","0","0","23","1","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32739","0","0"
"22522","6","0","15","0","5","0","1","0","0","0","0","0","0","0","0","0","0.5","0","0","0","0","21","0","32740","0","0"
"22523","2","1","0","0","48","0.429","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32741","0","0"
"22524","2","1","0","0","61","0.429","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32742","0","0"
"22525","6","0","107","0","-60000","1","1","0","0","0","0","11","0","0","0","0","0","2048","0","0","0","1","0","32743","0","0"
"22526","33","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","32744","0","0"
"22527","6","0","56","0","0","0","1","0","0","0","0","3681","0","0","0","0","0","0","0","0","0","1","0","32745","0","0"
"22528","19","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32746","0","0"
"22529","68","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32747","0","0"
"22530","6","0","4","0","100","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","0","32748","0","0"
"22531","6","0","23","3000","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","32750","21","0","32749","0","0"
"22532","2","0","0","0","17","0","1","0","4","0","0","0","0","0","8","0","0","0","0","0","0","22","15","32750","0","0"
"22533","6","0","23","3000","10","0","1","0","0","0","0","0","0","0","0","0","0.6","0","0","0","32750","21","0","32751","0","0"
"22534","6","1","12","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","32752","0","0"
"22535","6","0","18","0","10000","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","32754","0","0"
"22536","6","0","139","0","4","1","1","0","0","0","0","988","0","0","0","0","0","0","0","0","0","1","0","32756","0","0"
"22537","6","0","56","0","0","0","1","0","0","0","0","17286","0","0","0","0","0","0","0","0","0","25","0","32759","0","0"
"22538","6","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","32760","0","0"
"22541","28","1E+07","0","0","1500","1","1","0","0","0","0","20343","121","0","8","0","0","0","0","0","0","32","0","32764","0","0"
"22542","24","0","0","0","1","0","1","0","0","25867","0","0","0","0","0","0","0","0","0","0","0","1","0","32765","0","0"
"22543","24","0","0","0","1","0","1","0","0","25868","0","0","0","0","0","0","0","0","0","0","0","1","0","32766","0","0"
"22544","10","0","0","0","2312","1","1","0","375","0","0","0","0","0","0","0","0","0","0","0","0","21","0","32769","0","0"
"22545","6","0","118","0","100","0","1","0","0","0","0","127","0","0","0","0","0","0","0","0","0","21","0","32770","0","0"
"22546","2","0","0","0","508","0","1","0","83","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32771","0","0"
"22547","2","0","0","0","1312","0.429","1","0","375","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32772","0","0"
"22548","27","0","3","1000","100","0.042","1","0","0","0","0","0","0","0","14","0","0","0","0","0","0","18","16","32773","0","0"
"22550","6","0","33","0","-50","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32774","1","0"
"22549","2","0","0","0","764","0.0857","1","3","171","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32774","0","0"
"22551","6","0","51","0","30","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32776","0","0"
"22553","6","0","51","0","30","0.05","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32777","1","0"
"22552","6","0","43","0","350","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32777","0","0"
"22554","2","0","0","0","712","0.429","1","0","75","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32778","0","0"
"22555","6","0","12","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","32779","0","0"
"22559","6","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32783","0","0"
"22560","50","1","0","0","0","1","1","0","0","0","0","182607","0","0","15","0","0","0","0","0","0","6","41","32784","0","0"
"22563","32","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","33242","0","0","32785","2","0"
"22562","32","0","0","0","0","0","1","0","0","0","0","0","0","0","10","0","0","0","0","0","33637","8","0","32785","1","0"
"22561","3","0","0","0","0","0","1","0","0","0","0","0","0","0","29","0","0","0","0","0","0","8","0","32785","0","0"
"22564","2","0","0","0","3500","0","1","0","0","0","0","0","0","0","13","0","0","0","0","0","0","22","15","32786","0","0"
"22565","6","2.2","8","1000","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","32787","0","0"
"22566","6","2.2","8","1000","25","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","32788","0","0"
"22567","6","0","189","0","20","0","1","0","0","0","0","1792","0","0","0","0","0","0","0","0","0","1","0","32789","0","0"
"22568","6","2.2","8","1000","40","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","32790","0","0"
